image_index,tissue_type,pannuke_total_nuclei,pannuke_neoplastic_nuclei,pannuke_normal_nuclei,pannuke_inflammatory_nuclei,pannuke_connective_nuclei,pannuke_dead_nuclei,pannuke_epithelial_nuclei,cellpose_nuclei,cellpose_minus_pannuke_total,cellpose_to_pannuke_ratio,all_tp_pixels,all_fp_pixels,all_fn_pixels,all_tn_pixels,all_dice,all_iou,all_precision,all_recall,neoplastic_tp_pixels,neoplastic_fp_pixels,neoplastic_fn_pixels,neoplastic_tn_pixels,neoplastic_dice,neoplastic_iou,neoplastic_precision,neoplastic_recall,normal_tp_pixels,normal_fp_pixels,normal_fn_pixels,normal_tn_pixels,normal_dice,normal_iou,normal_precision,normal_recall,inflammatory_tp_pixels,inflammatory_fp_pixels,inflammatory_fn_pixels,inflammatory_tn_pixels,inflammatory_dice,inflammatory_iou,inflammatory_precision,inflammatory_recall,connective_tp_pixels,connective_fp_pixels,connective_fn_pixels,connective_tn_pixels,connective_dice,connective_iou,connective_precision,connective_recall,dead_tp_pixels,dead_fp_pixels,dead_fn_pixels,dead_tn_pixels,dead_dice,dead_iou,dead_precision,dead_recall,epithelial_tp_pixels,epithelial_fp_pixels,epithelial_fn_pixels,epithelial_tn_pixels,epithelial_dice,epithelial_iou,epithelial_precision,epithelial_recall,pred_neoplastic_like,pred_normal_like,pred_mixed,pred_unmatched,adapted_rand_error,adapted_rand_precision,adapted_rand_recall,vi_split,vi_merge,neoplastic_object_recall_iou_0.1,neoplastic_missed_objects_iou_0.1,normal_object_recall_iou_0.1,normal_missed_objects_iou_0.1,inflammatory_object_recall_iou_0.1,inflammatory_missed_objects_iou_0.1,connective_object_recall_iou_0.1,connective_missed_objects_iou_0.1,dead_object_recall_iou_0.1,dead_missed_objects_iou_0.1,epithelial_object_recall_iou_0.1,epithelial_missed_objects_iou_0.1,neoplastic_object_recall_iou_0.25,neoplastic_missed_objects_iou_0.25,normal_object_recall_iou_0.25,normal_missed_objects_iou_0.25,inflammatory_object_recall_iou_0.25,inflammatory_missed_objects_iou_0.25,connective_object_recall_iou_0.25,connective_missed_objects_iou_0.25,dead_object_recall_iou_0.25,dead_missed_objects_iou_0.25,epithelial_object_recall_iou_0.25,epithelial_missed_objects_iou_0.25,neoplastic_object_recall_iou_0.5,neoplastic_missed_objects_iou_0.5,normal_object_recall_iou_0.5,normal_missed_objects_iou_0.5,inflammatory_object_recall_iou_0.5,inflammatory_missed_objects_iou_0.5,connective_object_recall_iou_0.5,connective_missed_objects_iou_0.5,dead_object_recall_iou_0.5,dead_missed_objects_iou_0.5,epithelial_object_recall_iou_0.5,epithelial_missed_objects_iou_0.5,mean_preds_per_gt,mean_gts_per_pred,gt_with_multiple_preds,pred_with_multiple_gts
825,Colon,105,0,105,105,0,0,0,92,-13,0.8761904761904762,20026,1610,7132,36768,0.8208386276999589,0.6961206896549305,0.9255869846547764,0.7373886147725394,0,21636,0,43900,0.0,0.0,0.0,0.0,20026,1610,7132,36768,0.8208386276999589,0.6961206896549305,0.9255869846547764,0.7373886147725394,20026,1610,7132,36768,0.8208386276999589,0.6961206896549305,0.9255869846547764,0.7373886147725394,0,21636,0,43900,0.0,0.0,0.0,0.0,0,21636,0,43900,0.0,0.0,0.0,0.0,0,21636,0,43900,0.0,0.0,0.0,0.0,0,87,0,5,0.8254802972652464,0.6580631645203505,0.10059944047837426,0.5574083880345485,1.2009856477401288,,0,0.8285714285714286,18,0.8285714285714286,18,,0,,0,,0,,0,0.8285714285714286,18,0.8285714285714286,18,,0,,0,,0,,0,0.8095238095238095,20,0.8095238095238095,20,,0,,0,,0,1.0869565217391304,1.1494252873563218,8,12
854,Colon,21,0,21,3,18,0,0,15,-6,0.7142857142857143,5393,653,2554,56936,0.7708139784172294,0.6270930232550848,0.8919947072429838,0.6786208632179708,0,6046,0,59490,0.0,0.0,0.0,0.0,5393,653,2554,56936,0.7708139784172294,0.6270930232550848,0.8919947072429838,0.6786208632179708,772,5274,104,59386,0.2230569199650057,0.12552845528434875,0.12768772742287846,0.8812785388027251,4621,1425,2450,57040,0.7045818403593012,0.5439030131820339,0.7643069798201053,0.6535143544043933,0,6046,0,59490,0.0,0.0,0.0,0.0,0,6046,0,59490,0.0,0.0,0.0,0.0,0,13,0,2,0.536428008524064,0.7720838630816841,0.3312214202832657,0.1616268309143542,0.41054724831244643,,0,0.6190476190476191,8,1.0,0,0.5555555555555556,8,,0,,0,,0,0.6190476190476191,8,1.0,0,0.5555555555555556,8,,0,,0,,0,0.6190476190476191,8,1.0,0,0.5555555555555556,8,,0,,0,1.0,1.0769230769230769,0,1
869,Lung,28,28,0,0,0,0,0,32,4,1.1428571428571428,26704,3737,1538,33557,0.9101102533952065,0.835048000249903,0.877237935678566,0.9455421004174827,26704,3737,1538,33557,0.9101102533952065,0.835048000249903,0.877237935678566,0.9455421004174827,0,30441,0,35095,0.0,0.0,0.0,0.0,0,30441,0,35095,0.0,0.0,0.0,0.0,0,30441,0,35095,0.0,0.0,0.0,0.0,0,30441,0,35095,0.0,0.0,0.0,0.0,0,30441,0,35095,0.0,0.0,0.0,0.0,28,0,0,4,0.08941648360205523,0.8968666173061998,0.9247265115792035,0.5977113940524411,0.3397944895805479,1.0,0,,0,,0,,0,,0,,0,0.9642857142857143,1,,0,,0,,0,,0,,0,0.9642857142857143,1,,0,,0,,0,,0,,0,1.1071428571428572,1.0689655172413792,3,2
921,Prostate,24,24,0,0,0,0,0,21,-3,0.875,9139,1316,3502,51579,0.7913924489085593,0.6547968761190407,0.8741272118595177,0.7229649553035971,9139,1316,3502,51579,0.7913924489085593,0.6547968761190407,0.8741272118595177,0.7229649553035971,0,10455,0,55081,0.0,0.0,0.0,0.0,0,10455,0,55081,0.0,0.0,0.0,0.0,0,10455,0,55081,0.0,0.0,0.0,0.0,0,10455,0,55081,0.0,0.0,0.0,0.0,0,10455,0,55081,0.0,0.0,0.0,0.0,18,0,0,3,0.5150685835597453,0.7715236531614676,0.353587032878065,0.29132903498800655,0.5311629774099746,0.75,6,,0,,0,,0,,0,,0,0.75,6,,0,,0,,0,,0,,0,0.7083333333333334,7,,0,,0,,0,,0,,0,1.2777777777777777,1.15,5,3
949,Prostate,26,20,6,0,6,0,0,21,-5,0.8076923076923077,13435,999,3859,47243,0.846886031265492,0.7344339364780329,0.9307884162387897,0.77685902625143,11493,2941,3041,48061,0.793496271747862,0.6576824034331,0.796244977136763,0.7907664786013548,1942,12492,818,50284,0.2258927532858986,0.12732756359813313,0.13454343910202676,0.7036231884032478,0,14434,0,51102,0.0,0.0,0.0,0.0,1942,12492,818,50284,0.2258927532858986,0.12732756359813313,0.13454343910202676,0.7036231884032478,0,14434,0,51102,0.0,0.0,0.0,0.0,0,14434,0,51102,0.0,0.0,0.0,0.0,15,4,0,2,0.41836223149535945,0.7857626559576874,0.4616981401854793,0.2694960622037631,0.5760809171543002,0.75,5,0.6666666666666666,2,,0,0.6666666666666666,2,,0,,0,0.75,5,0.6666666666666666,2,,0,0.6666666666666666,2,,0,,0,0.75,5,0.6666666666666666,2,,0,0.6666666666666666,2,,0,,0,1.0526315789473684,1.0526315789473684,1,1
955,Kidney,57,45,12,12,0,0,0,47,-10,0.8245614035087719,5314,302,3665,56255,0.728194587186894,0.5725676112481709,0.9462250712233864,0.5918253703078384,4551,1065,3268,56652,0.6774841831033289,0.5122692480858709,0.8103632478618049,0.5820437396079012,763,4853,397,59523,0.2252066115699156,0.1268917345748763,0.13586182336158145,0.6577586206839849,763,4853,397,59523,0.2252066115699156,0.1268917345748763,0.13586182336158145,0.6577586206839849,0,5616,0,59920,0.0,0.0,0.0,0.0,0,5616,0,59920,0.0,0.0,0.0,0.0,0,5616,0,59920,0.0,0.0,0.0,0.0,33,12,0,2,0.8650088222693139,0.614081303851439,0.07583033745348595,0.15813253568468547,0.6268345312247514,0.7333333333333333,12,1.0,0,1.0,0,,0,,0,,0,0.7333333333333333,12,1.0,0,1.0,0,,0,,0,,0,0.6222222222222222,17,0.8333333333333334,2,0.8333333333333334,2,,0,,0,,0,1.0217391304347827,1.0444444444444445,1,2
960,Kidney,92,91,1,1,0,0,0,88,-4,0.9565217391304348,17811,1945,5840,39940,0.8206510470659524,0.6958509142050727,0.9015488965373043,0.7530759798736827,17811,1945,5806,39974,0.8212943536299493,0.6967764650650587,0.9015488965373043,0.7541601388826886,0,19756,34,45746,0.0,0.0,0.0,0.0,0,19756,34,45746,0.0,0.0,0.0,0.0,0,19756,0,45780,0.0,0.0,0.0,0.0,0,19756,0,45780,0.0,0.0,0.0,0.0,0,19756,0,45780,0.0,0.0,0.0,0.0,80,0,0,8,0.7815632311698274,0.6625043219130451,0.13077804224442624,0.5880722011839943,1.0160255434897378,0.8461538461538461,14,0.0,1,0.0,1,,0,,0,,0,0.8461538461538461,14,0.0,1,0.0,1,,0,,0,,0,0.7912087912087912,19,0.0,1,0.0,1,,0,,0,,0,1.1975308641975309,1.1829268292682926,13,12
972,Ovarian,14,3,11,0,11,0,0,8,-6,0.5714285714285714,3065,971,3129,58371,0.5992179863141747,0.4277739009065907,0.759415262634392,0.4948337100411772,0,4036,1333,60167,0.0,0.0,0.0,0.0,3065,971,1796,59704,0.6889962908837933,0.525548696844092,0.759415262634392,0.6305286977975098,0,4036,0,61500,0.0,0.0,0.0,0.0,3065,971,1796,59704,0.6889962908837933,0.525548696844092,0.759415262634392,0.6305286977975098,0,4036,0,61500,0.0,0.0,0.0,0.0,0,4036,0,61500,0.0,0.0,0.0,0.0,0,6,0,2,0.5564535473238894,0.857881162228882,0.29909243766264326,0.17397142917075745,0.4368903519740804,0.0,3,0.5454545454545454,5,,0,0.5454545454545454,5,,0,,0,0.0,3,0.5454545454545454,5,,0,0.5454545454545454,5,,0,,0,0.0,3,0.45454545454545453,6,,0,0.45454545454545453,6,,0,,0,1.0,1.0,0,0
1026,Lung,75,35,40,0,6,34,0,74,-1,0.9866666666666667,7987,944,2824,53781,0.8091378786339737,0.6794555508288562,0.8943007501949453,0.7387845712693194,4847,4084,1528,55077,0.6333464001041204,0.4634286260632341,0.542716381143721,0.7603137254890034,3140,5791,1296,55309,0.46981372035574936,0.30703040969951395,0.35158436905122425,0.7078449053185125,0,8931,0,56605,0.0,0.0,0.0,0.0,369,8562,308,56297,0.07681099084088591,0.0399393873795433,0.04131676184073304,0.5450516986625547,2771,6160,988,55617,0.43672182821084576,0.27936283899558484,0.31026760721049124,0.7371641393968152,0,8931,0,56605,0.0,0.0,0.0,0.0,33,30,0,11,0.7523253944965457,0.6730656489491771,0.15175952792273043,0.2794714434764786,0.5164564226125714,0.9142857142857143,3,0.75,10,,0,0.5,3,0.7941176470588235,7,,0,0.9142857142857143,3,0.75,10,,0,0.5,3,0.7941176470588235,7,,0,0.8571428571428571,5,0.7,12,,0,0.3333333333333333,4,0.7647058823529411,8,,0,1.0161290322580645,1.0,1,0
1039,Lung,49,0,49,0,1,48,0,28,-21,0.5714285714285714,1976,78,2679,60803,0.5890594723496958,0.41749418973078917,0.9620253164510126,0.42448979591745545,0,2054,0,63482,0.0,0.0,0.0,0.0,1976,78,2679,60803,0.5890594723496958,0.41749418973078917,0.9620253164510126,0.42448979591745545,0,2054,0,63482,0.0,0.0,0.0,0.0,0,2054,3,63479,0.0,0.0,0.0,0.0,1976,78,2676,60806,0.589322994332554,0.41775898519996246,0.9620253164510126,0.42476354256142573,0,2054,0,63482,0.0,0.0,0.0,0.0,0,26,0,2,0.8709964839926521,0.788434466130116,0.07024880705790436,0.05158932173910566,0.4560468758341158,,0,0.5102040816326531,24,,0,0.0,1,0.5208333333333334,23,,0,,0,0.4897959183673469,25,,0,0.0,1,0.5,24,,0,,0,0.40816326530612246,29,,0,0.0,1,0.4166666666666667,28,,0,1.04,1.0,1,0
1076,Thyroid,24,1,23,7,16,0,0,24,0,1.0,8400,2676,1488,52972,0.8013737836286962,0.6685768863413971,0.7583965330437356,0.8495145631059369,300,10776,44,54416,0.05253940455336905,0.026978417266162787,0.0270855904658477,0.8720930232304623,8100,2976,1444,53016,0.7856450048492795,0.6469648562295152,0.7313109425778879,0.8487007543997812,2023,9053,359,54101,0.3006390251149497,0.1769129864449699,0.18264716504136633,0.849286314018265,6077,4999,1085,53375,0.6664107906565049,0.49971219472041795,0.5486637775365216,0.8485060039083377,0,11076,0,54460,0.0,0.0,0.0,0.0,0,11076,0,54460,0.0,0.0,0.0,0.0,1,21,0,2,0.2597921902378254,0.8265787364248446,0.6701793766107886,0.4459650306038261,0.3220473332874475,1.0,0,0.9130434782608695,2,1.0,0,0.875,2,,0,,0,1.0,0,0.9130434782608695,2,1.0,0,0.875,2,,0,,0,1.0,0,0.8695652173913043,3,1.0,0,0.8125,3,,0,,0,1.0,1.0,0,0
1108,Thyroid,22,20,2,1,1,0,0,18,-4,0.8181818181818182,8810,304,2813,53609,0.8496889617587646,0.7386601827779503,0.9666447224040303,0.7579798675034345,8057,1057,2629,53793,0.8138383838379728,0.6861108745629855,0.8840245775719946,0.7539771663852198,753,8361,184,56238,0.14983583722997726,0.0809851580984287,0.08262014483203574,0.8036286019124479,132,8982,59,56363,0.028371843095079664,0.014390057778246602,0.014483212639878775,0.6910994764036074,621,8493,125,56297,0.12596348884368563,0.06721506656557287,0.06813693219215697,0.8324396782730236,0,9114,0,56422,0.0,0.0,0.0,0.0,0,9114,0,56422,0.0,0.0,0.0,0.0,16,2,0,0,0.3493814967768495,0.8329371022523995,0.5337810859494457,0.13208330238215346,0.4137488664354613,0.8,4,1.0,0,1.0,0,1.0,0,,0,,0,0.8,4,1.0,0,1.0,0,1.0,0,,0,,0,0.8,4,1.0,0,1.0,0,1.0,0,,0,,0,1.0,1.0555555555555556,0,1
1123,Esophagus,5,0,5,0,5,0,0,5,0,1.0,2104,251,212,62969,0.9008777563671572,0.8196338137872239,0.8934182590195608,0.9084628670081673,0,2355,0,63181,0.0,0.0,0.0,0.0,2104,251,212,62969,0.9008777563671572,0.8196338137872239,0.8934182590195608,0.9084628670081673,0,2355,0,63181,0.0,0.0,0.0,0.0,2104,251,212,62969,0.9008777563671572,0.8196338137872239,0.8934182590195608,0.9084628670081673,0,2355,0,63181,0.0,0.0,0.0,0.0,0,2355,0,63181,0.0,0.0,0.0,0.0,0,5,0,0,0.06439611273017476,0.9014951833702157,0.9723951408961063,0.053363691126072484,0.054103355481497174,,0,1.0,0,,0,1.0,0,,0,,0,,0,1.0,0,,0,1.0,0,,0,,0,,0,0.8,1,,0,0.8,1,,0,,0,1.0,1.0,0,0
1146,Esophagus,34,21,13,0,13,0,0,27,-7,0.7941176470588235,19494,2016,3184,40842,0.8823209921243591,0.7894225317887789,0.9062761506271937,0.8595996119583474,13464,8046,1153,42873,0.7453704985189069,0.5940961037812319,0.6259414225938512,0.9211192447144276,6031,15479,2039,41987,0.40777552400256667,0.2561042931758223,0.28038121803799143,0.7473358116471532,0,21510,0,44026,0.0,0.0,0.0,0.0,6031,15479,2039,41987,0.40777552400256667,0.2561042931758223,0.28038121803799143,0.7473358116471532,0,21510,0,44026,0.0,0.0,0.0,0.0,0,21510,0,44026,0.0,0.0,0.0,0.0,16,11,0,0,0.3287393317384545,0.8345129527733596,0.5614303860452655,0.44486402480546616,0.6657785212046342,0.7619047619047619,5,0.8461538461538461,2,,0,0.8461538461538461,2,,0,,0,0.7619047619047619,5,0.8461538461538461,2,,0,0.8461538461538461,2,,0,,0,0.6666666666666666,7,0.8461538461538461,2,,0,0.8461538461538461,2,,0,,0,1.032258064516129,1.1851851851851851,1,5
1152,Cervix,0,0,0,0,0,0,0,0,0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0
1153,Cervix,4,0,4,4,0,0,0,3,-1,0.75,191,453,544,64348,0.27701232777174034,0.16077441077305746,0.2965838509270717,0.2598639455746957,0,644,0,64892,0.0,0.0,0.0,0.0,191,453,544,64348,0.27701232777174034,0.16077441077305746,0.2965838509270717,0.2598639455746957,191,453,544,64348,0.27701232777174034,0.16077441077305746,0.2965838509270717,0.2598639455746957,0,644,0,64892,0.0,0.0,0.0,0.0,0,644,0,64892,0.0,0.0,0.0,0.0,0,644,0,64892,0.0,0.0,0.0,0.0,0,1,0,2,0.46624766559464503,0.828054470761272,0.3937928497777992,0.0674160589316259,0.08417185683585586,,0,0.25,3,0.25,3,,0,,0,,0,,0,0.25,3,0.25,3,,0,,0,,0,,0,0.25,3,0.25,3,,0,,0,,0,1.0,1.0,0,0
1160,Cervix,0,0,0,0,0,0,0,0,0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0
1165,Cervix,1,0,1,1,0,0,0,0,-1,0.0,0,0,167,65369,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,167,65369,0.0,0.0,0.0,0.0,0,0,167,65369,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,65536,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,1.0,0.0,0.025627811016294286,,0,0.0,1,0.0,1,,0,,0,,0,,0,0.0,1,0.0,1,,0,,0,,0,,0,0.0,1,0.0,1,,0,,0,,0,,,0,0
1217,Adrenal_gland,12,10,2,2,0,0,0,9,-3,0.75,4036,93,1855,59552,0.8055888223544854,0.6744652406405841,0.9774763865319025,0.6851128840592682,3604,525,1796,59611,0.7564277468771576,0.6082700421930662,0.8728505691429576,0.6674074074061714,432,3697,59,61348,0.18701298701258223,0.10315186246393708,0.10462581738894497,0.8798370671918566,432,3697,59,61348,0.18701298701258223,0.10315186246393708,0.10462581738894497,0.8798370671918566,0,4129,0,61407,0.0,0.0,0.0,0.0,0,4129,0,61407,0.0,0.0,0.0,0.0,0,4129,0,61407,0.0,0.0,0.0,0.0,7,2,0,0,0.31381095916423307,0.910205281449603,0.5506621739158102,0.04394801892442375,0.2653582049000334,0.7,3,1.0,0,1.0,0,,0,,0,,0,0.7,3,1.0,0,1.0,0,,0,,0,,0,0.7,3,1.0,0,1.0,0,,0,,0,,0,1.0,1.0,0,0
1218,Adrenal_gland,21,19,2,0,2,0,0,14,-7,0.6666666666666666,6332,285,2533,56386,0.8179821728453571,0.6920218579227408,0.9569291219571453,0.7142695995479816,5962,655,2310,56609,0.8008596950763645,0.667861543630931,0.9010125434473311,0.7207446808501925,370,6247,223,58696,0.10263522884867873,0.0540935672513829,0.05591657850981424,0.6239460370889722,0,6617,0,58919,0.0,0.0,0.0,0.0,370,6247,223,58696,0.10263522884867873,0.0540935672513829,0.05591657850981424,0.6239460370889722,0,6617,0,58919,0.0,0.0,0.0,0.0,0,6617,0,58919,0.0,0.0,0.0,0.0,12,2,0,0,0.4495347197841103,0.7991652863220885,0.4198180304785755,0.11072133493272833,0.3974331715756915,0.631578947368421,7,1.0,0,,0,1.0,0,,0,,0,0.631578947368421,7,1.0,0,,0,1.0,0,,0,,0,0.631578947368421,7,1.0,0,,0,1.0,0,,0,,0,1.0714285714285714,1.0714285714285714,1,1
1233,Esophagus,16,6,10,2,8,0,0,15,-1,0.9375,9935,298,1770,53533,0.905734342236801,0.8277097392311691,0.970878530244336,0.8487825715498942,4718,5515,864,54439,0.596648751185206,0.42515995314010524,0.46105736343158304,0.8452167681819326,5217,5016,906,54397,0.6379310344823685,0.46835443037932634,0.509821166812753,0.8520333170000783,1001,9232,156,55147,0.1757682177347008,0.0963519106746594,0.09782077592094417,0.8651685393183651,4216,6017,750,54553,0.5547733403509739,0.38386597468780487,0.41200039089180884,0.848973016510574,0,10233,0,55303,0.0,0.0,0.0,0.0,0,10233,0,55303,0.0,0.0,0.0,0.0,6,9,0,0,0.23754707995116786,0.7728907463727034,0.7522932610794141,0.1547743802254495,0.2989887822706029,1.0,0,0.9,1,1.0,0,0.875,1,,0,,0,1.0,0,0.9,1,1.0,0,0.875,1,,0,,0,1.0,0,0.9,1,1.0,0,0.875,1,,0,,0,1.0,1.0,0,0
1252,Esophagus,21,21,0,0,0,0,0,19,-2,0.9047619047619048,18857,683,2571,43425,0.9205721538759715,0.8528334313233897,0.9650460593649104,0.8800168004476012,18857,683,2571,43425,0.9205721538759715,0.8528334313233897,0.9650460593649104,0.8800168004476012,0,19540,0,45996,0.0,0.0,0.0,0.0,0,19540,0,45996,0.0,0.0,0.0,0.0,0,19540,0,45996,0.0,0.0,0.0,0.0,0,19540,0,45996,0.0,0.0,0.0,0.0,0,19540,0,45996,0.0,0.0,0.0,0.0,19,0,0,0,0.19666407962954557,0.8243047389311682,0.783407454599521,0.2610931795962576,0.4297038683118439,0.9047619047619048,2,,0,,0,,0,,0,,0,0.9047619047619048,2,,0,,0,,0,,0,,0,0.9047619047619048,2,,0,,0,,0,,0,,0,1.0526315789473684,1.0526315789473684,1,1
1289,Pancreatic,17,0,17,0,17,0,0,14,-3,0.8235294117647058,4478,2075,2598,56385,0.6571281825514291,0.4893454267287844,0.6833511368828272,0.6328434143575002,0,6553,0,58983,0.0,0.0,0.0,0.0,4478,2075,2598,56385,0.6571281825514291,0.4893454267287844,0.6833511368828272,0.6328434143575002,0,6553,0,58983,0.0,0.0,0.0,0.0,4478,2075,2598,56385,0.6571281825514291,0.4893454267287844,0.6833511368828272,0.6328434143575002,0,6553,0,58983,0.0,0.0,0.0,0.0,0,6553,0,58983,0.0,0.0,0.0,0.0,0,12,0,2,0.5154825173802753,0.7000511212884255,0.37045942858164926,0.3311802546403863,0.38693122828203,,0,0.7058823529411765,5,,0,0.7058823529411765,5,,0,,0,,0,0.7058823529411765,5,,0,0.7058823529411765,5,,0,,0,,0,0.5882352941176471,7,,0,0.5882352941176471,7,,0,,0,1.0769230769230769,1.0769230769230769,1,1
1299,Pancreatic,15,0,15,1,14,0,0,12,-3,0.8,5944,625,2195,56772,0.8082676094636876,0.6782291191229138,0.9048561424860636,0.7303108489977512,0,6569,0,58967,0.0,0.0,0.0,0.0,5944,625,2195,56772,0.8082676094636876,0.6782291191229138,0.9048561424860636,0.7303108489977512,345,6224,38,58929,0.09925201380883307,0.052217345239818046,0.05251940934685261,0.9007832897937132,5599,970,2157,56810,0.781710296683573,0.6416456566575273,0.852336733139211,0.721892728209487,0,6569,0,58967,0.0,0.0,0.0,0.0,0,6569,0,58967,0.0,0.0,0.0,0.0,0,12,0,0,0.4164634069166777,0.751254667175672,0.4770376414176799,0.1567130401822003,0.34938082216921673,,0,0.8,3,1.0,0,0.7857142857142857,3,,0,,0,,0,0.8,3,1.0,0,0.7857142857142857,3,,0,,0,,0,0.8,3,1.0,0,0.7857142857142857,3,,0,,0,1.0,1.0,0,0
1320,Cervix,25,21,4,1,3,0,0,16,-9,0.64,14123,28,6145,45240,0.8206513844095353,0.6958513992901577,0.998021341247263,0.6968127096898081,13936,215,4001,47384,0.8686113188728283,0.7677390921106392,0.984806727439061,0.7769415175331567,187,13964,2144,49241,0.022691420944046418,0.011475912856697468,0.013214613808202096,0.08022308022273607,187,13964,124,51261,0.025860876780510397,0.01309982486864231,0.013214613808202096,0.6012861736141065,0,14151,2020,49365,0.0,0.0,0.0,0.0,0,14151,0,51385,0.0,0.0,0.0,0.0,0,14151,0,51385,0.0,0.0,0.0,0.0,15,1,0,0,0.52282432702437,0.7313068883921096,0.3541184933599858,0.18823503046664503,0.8060005208552988,0.7142857142857143,6,0.25,3,1.0,0,0.0,3,,0,,0,0.7142857142857143,6,0.25,3,1.0,0,0.0,3,,0,,0,0.7142857142857143,6,0.25,3,1.0,0,0.0,3,,0,,0,1.0,1.0,0,0
1351,Cervix,49,48,1,1,0,0,0,42,-7,0.8571428571428571,17187,1487,2665,44197,0.8922286248245621,0.8054266835368079,0.9203705687046586,0.8657565988309158,16874,1800,2592,44270,0.8848453067643197,0.7934731496281419,0.9036092963473794,0.8668447549569162,313,18361,73,46789,0.03284365162642558,0.01669600469407548,0.01676127235727923,0.8108808289945367,313,18361,73,46789,0.03284365162642558,0.01669600469407548,0.01676127235727923,0.8108808289945367,0,18674,0,46862,0.0,0.0,0.0,0.0,0,18674,0,46862,0.0,0.0,0.0,0.0,0,18674,0,46862,0.0,0.0,0.0,0.0,39,1,0,2,0.3864782758358518,0.8040944265063126,0.49597436633103653,0.3866115134364566,0.5646558306837911,0.8333333333333334,8,1.0,0,1.0,0,,0,,0,,0,0.8125,9,1.0,0,1.0,0,,0,,0,,0,0.75,12,1.0,0,1.0,0,,0,,0,,0,1.0,1.146341463414634,0,5
1409,Bile-duct,20,20,0,0,0,0,0,18,-2,0.9,7635,130,2253,55518,0.865008780376783,0.7621281692945077,0.9832582099150248,0.7721480582516462,7635,130,2253,55518,0.865008780376783,0.7621281692945077,0.9832582099150248,0.7721480582516462,0,7765,0,57771,0.0,0.0,0.0,0.0,0,7765,0,57771,0.0,0.0,0.0,0.0,0,7765,0,57771,0.0,0.0,0.0,0.0,0,7765,0,57771,0.0,0.0,0.0,0.0,0,7765,0,57771,0.0,0.0,0.0,0.0,18,0,0,0,0.4409995112411067,0.7073098597797515,0.46210573943142796,0.11992476102651338,0.3542645939053479,0.9,2,,0,,0,,0,,0,,0,0.9,2,,0,,0,,0,,0,,0,0.85,3,,0,,0,,0,,0,,0,1.0,1.0,0,0
1428,Testis,42,0,42,2,4,0,36,38,-4,0.9047619047619048,13117,2565,1861,47993,0.8556425309847177,0.747705637575815,0.8364366789944927,0.8757511016151183,0,15682,0,49854,0.0,0.0,0.0,0.0,13117,2565,1861,47993,0.8556425309847177,0.747705637575815,0.8364366789944927,0.8757511016151183,240,15442,59,49795,0.030035667354965247,0.015246807699628202,0.015304170386420542,0.8026755852574355,751,14931,232,49622,0.09012901290123604,0.04719115244435893,0.04788929983417428,0.7639877924642524,0,15682,0,49854,0.0,0.0,0.0,0.0,12126,3556,1570,48284,0.8255156920141515,0.7028750289817396,0.7732432087738978,0.8853679906535591,0,37,0,1,0.2997452086370177,0.8061337899131897,0.618959576013628,0.47521760397047447,0.4318716745739429,,0,0.8809523809523809,5,1.0,0,1.0,0,,0,0.8611111111111112,5,,0,0.8809523809523809,5,1.0,0,1.0,0,,0,0.8611111111111112,5,,0,0.7857142857142857,9,0.5,1,1.0,0,,0,0.7777777777777778,8,1.105263157894737,1.135135135135135,4,5
